,Date,Piligrims,Tonsures,Hundi,Special Day,Temperature,Condition,Tweets
258,16/09/2022,"67,425","32,693","Rs.4.86 Cr
Wait",Krittika,+88?,Few clouds,"['', '\n???????? 1.5 ?????? ?????? ?????? ?????? ??????..', '\n???????? ??????????? ?????? ?????? ?????? ???????? ?????? ?????? ???????? ?????? ????????????. ?????? ????? ???????? ????? ??? ??????? ?????????, ????? ????????? ?????????. ? ????????? ?????? ?????? ?????????? ?1.5 ????? ?????? ?????????. ', '']"
259,17/09/2022,"82,392","41,800","Rs.4.59 Cr
Wait",Rohini,+90?,Broken clouds,[]
260,18/09/2022,"88,924","34,282","Rs.3.72 Cr
Wait",Sukra Moudhyam Begins,+90?,Broken clouds,[]
261,19/09/2022,"67,276","31,140","Rs.5.71 Cr
Wait",normal,+90?,Broken clouds,"['\nToday, in Tirupati Court, Dr. Subramanian \n@Swamy39\n had appeared for ']"
262,20/09/2022,"73,186","27,365","Rs.4.60 Cr
Wait",Punarvasu,+90?,Broken clouds,"['', '']"
263,21/09/2022,"74,817","33,350","Rs.2.97 Cr
Wait",Ekadasi,+91?,Clear sky,"['\n?????? ???? ???????????????? ???? ??????? ??????????????? ?????, ??????? ????? ????? ?????????????? ?????????????????? ??????????? ????? ???? ?????? ?????? ????? ???????? ?????? ??????? \n@yvsubbareddymp\n ????']"
264,22/09/2022,"65,187","27,877","Rs.5.37 Cr
Wait",normal,+90?,Broken clouds,"['\n??????: ???? ??? ???? ?? ???????? ??? ??????????? ???????? ??????.. ????????????? ??????? ???????? 1 ????? 5? ???? ????? ??????? ??????? ???????? ??????..24? ?????? ????????? ???????...??.100 ??????? ????????? ???? ???????, ??.33 ????? ??????? ????? ???? ?????? ????????']"
265,23/09/2022,"65,158","28,416","Rs.4.44 Cr
Wait",normal,+91?,Broken clouds,[]
266,24/09/2022,"69,650","20,409","Rs.4.51 Cr
Wait",Masa Shivratri,+93?,Broken clouds,"['', '\n?????? ??????? ???????? ??????????????? ???? ??????\n\n? ???27? ?????? ?????? ?????????????? ????????????? ??????????? ????? ???? ????', '\n??????: ??????? ?????? ????????? ???????.. ??? ???? ?????????..  ?????? ???????? ?????????? ?????? ?????.. ???????? 960 ???????.. ???? ????? ??.85700 ??????.. ????????????? ?????? ?????????? ???????? ????????? ???????? ????-?????? ??????? ???? ????????????', '', '\n??????? ???????? ??????????????? ?????????.\n@ysjagan\n @AndhraPradeshCM\n @yvsubbareddymp\n @TTDevasthanams', '\n??????: ???? ?????? ????????? ???????..??.100 ????? ??????? ???? ???????,??.33 ????? ??????? ???? ???? ???????????? ????? ????????? ?????????.. ?????????? ???????? ???????? ???????.. ???????? ???? ?????? ????????? ????? ???? ??????? ??????? ??????????? ??????']"
267,25/09/2022,"52,682","15,805","Rs.5.57 Cr
Wait","Mahalayam Ends, Amavasya",+90?,Heavy rain in places,"['\n?????? ??????? ???????? ?????????????? ????????? ????????  ?????? ?????? ??????? ????????? ????? ????? ????????? ????????????? ???? ??????????? ????? ???? ????\n\n28? ???????? ??????? ????? ??????????????? ????', '\n???????? ????????????? ????????? ???? ??????????.\n@ysjagan\n @AndhraPradeshCM\n@TTDevasthanams\n @yvsubbareddymp', '\n?????? ??????? ???????? ????????????? ?????????.\n@ysjagan\n @AndhraPradeshCM\n@yvsubbareddymp\n @TTDevasthanams']"
268,26/09/2022,"51,308","18,812","Rs.2.03 Cr
Wait","Tiruchanoor Sri PAT Navaratri Begins, Sarannavaratra Begins",+90?,Thunderstorm with rain,"['\n?????\u200c?? ???????? ??????????????.. ?????\u200c???? ????? ???????? ?????? ??? ????? ???????? ?????????????? ?????????????? \n@TTDevasthanams\n. ???????? 15 ????? ?????? 13 ???? ?????? ?????????????? ?????? ??????? \n@yvsubbareddymp\n ????????.\n@ysjagan\n ', '\nTirumala Temple Lighting Decoration for Srivari Bramhostavam 2022 ', '\nSRIVARI ANNUAL BRAHMOTSAVAM\nPROCESSION OF SENADHIPATHI VARU ANKURARPANAM ', '\n?????\u200c?\u200c?? ???? 100 ??\u200c???????? ?\u200c?????\u200c?? ??????????\u200c????? ?????\u200c?????? ???\u200c?? ?\u200c?\u200c??\u200c', '\n???????? ???????? ??????? ..100 ?????????? ???????\n\n? ??? 27? ????? ???? 50 ?????????? ??? ??? ??????????????? ??????????? ????? ???? ????']"
269,27/09/2022,"64,823","22,890","Rs.3.03 Cr
Wait",Tirumala Sri TT Brahmotsavam Begins,+77?,Broken clouds,"['\n???????? ??????? ???????????????? ?????? ?????????? ???\u200c?\u200c???? ?????? ???????? ?????? ???? ???????????????????? ?????? ???????????????? (????? ????????) ??????? ??????? ???????? ?????????????. ??????? ??????????? ??|| ???? \n@ysjagan\n ? ???\u200c?\u200c???\u200c?? ????????????.', '\n???????? ???\u200c?\u200c??? ??????????????? ???\u200c?? ????? ???\u200c?\u200c???? ?????? ?????????? ??????????? ???????? ???\u200c???\u200c??? ???\u200c????\n2023 ? ???????? ?????? ??????, ????????????? ???????????? ??????? ?????????????????? ??|| ???? \n@ysjagan\n ????.', '\nHonourable \n@AndhraPradeshCM\n Shri \n@ysjagan\n presented silk robes to the deity Venkateswara Swami on behalf of the government of Andhra pradesh on the occasion of Srivari Brahmotsavams.', '', '', '\n?? ??? ?????????!\n\n?????? ???? ???????? ????????????? ???  ?????? ??????????\n\n??????? ?? ????????? ?????? ?????????? ????????? ????,???? ???????? ?????? ???????????? ????? ?????????? ?????????????? ?????? ?????????? ??????!!', '\n?????? ???????????????????? ??????? ???????????????? ??????????? ?????\u200c ????\u200c?????\u200c?????? ????????????. \n????????? ????? ?????????? ?????????????? ?????????, ?????? ????\u200c????\u200c?????\u200c?\u200c???????? ???\u200c????? ???\u200c?? ?????\u200c???????. ', '', '\n?????????? ????? ????????? ?????????? ???? ?????\u200c ?????????????? ????????? ???? ??????? ?????????? ????????????? ???? ??????????????..! ???????????  ?????????????...? ???????? ??????? ??????????.!! ', '\nTTD SVBC ????? ?????? ????????? ??????????? ???? !\n\n???? ?????? ???????? ???? ????????? ??????????? ????? ?????? ?? ??????? ??????...??? ???? ??? ?????????????? ????????? !\n@TTDevasthanams\n @yvsubbareddymp\n ', '\n??????:???????? ???? 10 ?????? ???????? ???? ??????? ???????? ???? ????????? ?????? ?????????? ??????.. ???????? 6? ???? ????? 31? ???????? ??? ???? ?????? ?????? ?????????? ??????.. ?????? ?????? ??????? ???????? ??????.. ????? ???? ????????? 3 ?????? ?????????? ??????', '\n????? ?????? ????????? ??????????? ???? !\n\n???? ?????? ???????? ???? ????????? ??????????? ????? ?????? ?? ??????? ??????...??? ???? ??? ?????????????? ????????? !', '\n????? ?????? ????????? ??????????? ???? !\n\n???? ?????? ???????? ???? ????????? ??????????? ????? ?????? ?? ??????? ??????...??? ???? ??? ?????????????? ????????? !']"
270,28/09/2022,"61,879","24,634","Rs.1.82 Cr
Wait",normal,none,none,"['\n???????? ???\u200c?\u200c??? ???????????????? ????? ???? ???\u200c???? ?????? ???? ???????????????? ??? ??????? ??? ?\u200c????? ?\u200c?\u200c???\u200c?? ???? ????????? ?????????????. ????? ?????\u200c?? ?\u200c?????? ???????????? ???\u200c?\u200c???\u200c?? ?\u200c???????????????. ', '\n???????? ?????? ???? ????? ??????? - ?????? ???????? - ??????? ???????.\n\n???????? ???????? ?? ????? ??? ???????? ????? ??????.', '\n@ysjagan\n @AndhraPradeshCM\n \n@yvsubbareddymp\n @TTDevasthanams\n ', '\n???????? ????? ???? ????? ????.. ??????? ????????? ?????????????? ?????????? ???????????. ??????????? ?????????? ?????? ??????????????. ???????????? ????? ???????? ?????????? ????????????? ????.', '\n???????? ????? ???? ????? ????.. ??????? ???? ????????? ??????? ??????????????? ??????????????? ???? ????? ???? ??????? ????????? ????? ?????????? ?????????????? ???????????. ', '\n????? ??????????? ???? \n@ysjagan\n ?? ??? ?????????????', '\n????? ??????????? ???? ???? ???????? ??? ?????????????', '\n@ysjagan\n @AndhraPradeshCM\n@yvsubbareddymp\n @TTDevasthanams\n ', '\n? ??????? ?????????? ??????..! \n ', '\n????? ??????????? ???? ???? ???????? ??? ?????????????', '\n????? ??????????? ???? ???? ???????? ??? ?????????????', '\n????? ??????????? ???? ???? ???????? ??? ?????????????']"
271,29/09/2022,DEF,XYZ,ABC,normal,none,none,"['\nAlipiri is so clean still and allowing two wheelers for now ... blessed to see the lights at Alipiri toll plaza', '\n???? ???? ?????? ???????? ??????? ????????', '\n?????? ????????? ?????? ?????? ???? ???????????????????? ???????????????? ???? ????? ???????? ???? ?????????????? ???? ???? ???????????????? ??? ?\u200c?\u200c??????? ????????? ???? ??????? ???????? ???????????.', '\n???????? ???????? ????? ???????? ??????????????.. ???? ???? ??????? ?????????? ????????, ?????? ??????? ?????? ??????? ???????? ???????? ??????']"
272,30/09/2022,"75,382","31,424","Rs.2.85 Cr
Wait",normal,+77?,Broken clouds,"['\nCultural activities by various artisan groups on day 4 of srivari brahmotsavams in tirumala.', '\n?????? ????????? ?????? ?????? ???? ???????????????????? ???????????????? ?????? ????? ?????\u200c???? ?????? ?????????? ?????????? ???????????? ????? ?????? ?? ????????? ????????? ??????? ???????? ???????????. ', '\n“??????  ?????????? ???????????????????????”\n\n???????? ???\u200c?\u200c??? ???????????????? ?????? ????????? ???????????? ?????????????? ???????????? ?????????????????? ????? ????????????? ????????? ???????? ????????????.', '\nBrahmotsavam Celebrations are the Best ', '\nWearing Rajamudi (head gear), holding a Dandam(hand weapon), Sri Malayappa flanked by Sridevi and Bhudevi on either side, cheered His devotees on the majestic ""Rajamannar"" Alankaram on the 4th day morning on Friday on Kalpavriksha Vahanam.'] "
273,01/10/2022,"81,318","38,464","Rs.2.94 Cr
Wait",normal,+81°,Overcast clouds,[]
274,02/10/2022,DEF,XYZ,ABC,"Sri G.T Float Begins, Rohini",+86°,Broken clouds,[]
275,03/10/2022,"82,815","27,147","Rs.3.05 Cr
Wait",Rohini,+90°,Broken clouds,[]
276,04/10/2022,"68,539","22,177","Rs.2.90 Cr
Wait","Srirama Navami, Vontimatta Sri Kodandaramaswamy Temple Brahmotsavam Begins",+91°,Broken clouds,[]
277,05/10/2022,"63,579","34,524","Rs.1.95 Cr
Wait","Tirupati Gangajatara Begins, Tirumala Sri TT Padmavathi Srinivasulu Parinayam Begins",+88°,Light rain,[]
278,06/10/2022,"72,195","41,071","Rs.2.17 Cr
Wait","Tiruchanoor Sri PAT Float Begins, Ekadasi. Appalayagunta Sri Prasanna Venkateswara Swamy Brahmotsavam Begins",+86°,Light rain,[]
279,07/10/2022,"70,007","42,866","Rs.4.25 Cr
Wait","Tholi Ekadasi, Chaturmasyam Begins",+84°,Moderate rain,[]
280,08/10/2022,"81,034","47,312","Rs.4.24 Cr
Wait",Tirumala Sri Tr Pavitrotsavam Ends,+84°,Thunderstorm with rain,[]
281,09/10/2022,"86,188","41,032","Rs.5Cr
Outside ","Purnima, Narayanavanam Sri KVS Pavitrotsavam",+84°,Moderate rain,[]
282,10/10/2022,"83,223","36,658","Rs.4.73 Cr
Wait",normal,+84°,Moderate rain,[]
283,11/10/2022,"77,956","33,672","Rs.3.88 Cr
Wait",Rohini,+84°,Moderate rain,[]
284,12/10/2022,"79,370","39,199","Rs.4.25 Cr
Wait",normal,+86°,Heavy rain in places,[]
285,13/10/2022,"72,216","32,338","Rs.5.65 Cr
Wait",Krittika,+86°,Heavy rain in places,[]
286,14/10/2022,"68,675","32,533","Rs.3.82 Cr
Wait",Rohini,+86°,Light rain,[]
287,15/10/2022,"81,535","37,357","Rs.4.08 Cr
Wait",normal,+84°,Moderate rain,[]
288,16/10/2022,"84,794","35,560","Rs.4.67 Cr
Wait",normal,+86°,Heavy intensity rain,[]
289,17/10/2022,"70,067","33,092","Rs.4.61 Cr
Wait",Punarvasu,+86°,Light intensity shower rain,[]
290,18/10/2022,"73,420","27,621","Rs.4.28 Cr
Wait",Tulakaveri Snanam,+86°,Moderate rain,[]
291,19/10/2022,"72,243","32,652","Rs.4.41 Cr
Wait",normal,+86°,Moderate rain,[]
292,20/10/2022,"62,725","30,172","Rs.5.85 Cr
Wait",Srinivasa Mangapuram Sri KVS Pavitrotsavam Begins,+86°,Light intensity shower rain,"['\n??????: ???????????? ?????? ?????... ????? ???????????? ????????????? ?????? ????? 72,243 ????...???????????? ???????? ?????????? ?????? ?????.... 32,652 ????...????? ?????????? ????? ????? ??.4.41?????? ... ???????? ?????????????? 10 ???? ????...']"
293,21/10/2022,"62,203","29,100","Rs.3.91 Cr
Wait",Ekadasi,+84°,Light rain,"['\n????????????????? ???? ?????? ???????????????????? ??????????????  ????????.', '\n???????? ?????????? TTD ??????????? ???????\n\n?????? ?????? ???? ?????????? ??????????']"
294,22/10/2022,"78,299","34,625","Rs.3.93 Cr
Wait",normal,+84°,Broken clouds,['\nBetter Buy Stocks: The Trade Desk $TTD Stock Or Roku $ROKU Stock \n\nhttps://go.pressreach.com/48b61b80']
295,23/10/2022,"80,565","31,608","Rs.6.31 Cr
Wait","Masa Shivratri, Srinivasa Mangapuram Sn KVS Pavitrotsavam Ends",+84°,Clear sky,[]
296,24/10/2022,"69,278","17,660",Rs.4.15 Cr,"Deepavali, Naraka Chaturdashi",+84°,Clear sky,"['\n??????: ??????????? ????????? ???????? ???????? ???? ???????.. ???? ?. 8 ???? ????? ?????? 7.30 ???? ???????? ???? ???????.. ?????? ?????? ?????????? ???????? ??????? ??????-??????', '\n?\u200c???\u200c?\u200c??? ???????? ??\u200c???????? ?\u200c??????', '\n??????: ???????? ???????? ????? ?????.. ????? ??????? ???????? ????? ????? ??.6.31 ??????', '\n???????? ??????? ?????? ?????, ???????? ?????????????? 20 ???? ????, ????? ???????????? ????????????? 80,565 ???? ???????, ???????? ?????????? 31,608 ???? ???????, ????? ?????????? ????? ????? ??.6.31??????']"
297,25/10/2022,"25,549"," 9,764
",,"Amavasya, Surya Grahanam, Kedaragouri Vratham, Akasa Deepam Begins",+86°,Clear sky,"['\n??????: ??? ?????? ?????? ??????????? ???????? ????.. 8.30 ???? ????? ?????????????? ???????? ????????????? ??????', '\n??????????? ???\u200c???? ????\u200c???? ??\u200c? ?\u200c?????? ???\u200c', '\nWelcome to @TiktokDollar \n\n A dedicated ', '\nAnnouncement:\n\nSenior Citizens / Physically challenged quota for the month of November 2022 will be available for booking w.e.f. 26-10-2022 03:00 PM.']"
298,26/10/2022,"71,689","28,640",,normal,+84°,Clear sky,[]
299,27/10/2022,"67,439","29,450",,"Bhaginihasta Bhojanam, Yama Chavithi",+84°,Few clouds,"['\nTirupati TTD rooms in srinivasam, vishnu Nivasam and Madhavam for the month of November will be released on 28th October @ 3 PM.\n\nFollow Us for more updates \n\n ', '\nTTD Local Temples Seva tickets November quota update']"
300,28/10/2022,"63,512","35,549",,normal,+77°,Light intensity shower rain,"['\n???????? ???????? ?????? ????????. \n\n  ?????? 1 ????? ???????? ??????????\n  ??????? ???????? ??????????\n  ???????? ????? ???????? ????? ?????????.', '\nTTD Updates about Timesloot Sarva Darshan and VIP Break Darshan', '\nU either steppin with me or gettin stepped on  ']"
301,29/10/2022,"84,878","41,016",,"Nagula Chavithi, Tirumala Sri Tr Pedda Sesha Vahanam",+82°,Light rain,"['\nProcession of Sri Venkateswara Swamy on Pedda Sesha Vahanam on the occasion of Nagula Chavithi. ', '\n??(????)???? ! \n@ysjagan\n ', '\n???? ?????????? ???????? ?????? ?????? ??????? ????????? ?????????... \n\n??????... ???????????? ??? ????????? ???? ?????? !!!\n\nY.V. ???????????? (??????????? ???? ??????)  --- TTD ??????? !\nA.???????????   --- TTD EO ?.? !\n????. ???????????? ??????  --- TTD ?????? !\n\nContinued\nShow this thread\n9\n13\nGRT JEWELLERS\n@GRTJewellers\nBring Home Prosperity this Ugadi with GRT. \n\nShop Now to Avail some Exciting Offers this Festive Season.', '\nElon Musk taking over of twitter reminded me of \n@TV9\n take over by Rameshwara Rao and others . One can run an agenda on news and views as long as one is in charge . The moment management changes agendas change . Reminds me on how \n@TV9\n ran distorted news on ', '\nFinal 35-7. Shen takes the win on Senior Night against Guilderland. ']"
302,30/10/2022,DEF,XYZ,ABC,normal,+81°,Broken clouds,[]
303,31/10/2022,"70,560","29,751",,normal,+82°,Drizzle,"['\n??????: ?????? 8? ??? ??.100 ????? ??????\u200c ?????? ???????? ????? ?????.. ????????\u200c ????? ???????? ????? ????? ??.122.8 ??????', '\n???????? ?????? ????????????? ?????????????? ??????????'] "
304,01/11/2022,"72,176","25,549",,normal,+73°,Light intensity drizzle,"['\n?????????????? ???????? ?????????\n\n– ??????????? ????????? ??????', '\n????????? ????????????? ?????? ???????????? ??????????????? ?????? ???????? ?????? ???\u200c?\u200c???? ???????? ???????? ??????? ????????. ???????? ???????? 14 ???? ????????, 6 ???? ???????? ????????, ?????? ???? ???? ?????????????????? ??????? ?????????? ????????????. ', '\nMadi Tirupati \n\nCredits: rajendranathreddy_palugulla_', '\n??????: ???????? ???????????? ?????? ?????..  ????? ???????????? ????????????? ?????? ?????70,560 ????...???????????? ???????? ?????????? ?????? ?????.... 29,751????...????? ?????????? ????? ????? ??.4.18 ?????? ..???? ???? ?????????? 15 ???? ????']"
305,02/11/2022,"68,995","29,037",,normal,+73°,Light intensity drizzle,[]
306,03/11/2022,"70,263","28,965",,normal,+79°,Heavy rain in places,[]
307,04/11/2022,"63,670","30,475",,Tirupati Sri KRT Kalyanotsavam,+82°,Light rain,[]
308,05/11/2022,"82,604","37,025",,Kartari Begins,+82°,Few clouds,"['\n???????? ???????? ??????? ?????? ????? ?????? \n@TTDevasthanams\n ?? ????????? . ????? ?????? ? ?????????? ???????? ?????????? .\n\n?????? ??????? ??????????? ??.15,938 ????? ??????????, 10,258.37 ????? ?????? ???????? ???????. ', '\n??????: ???????? ???????? ?????????? ?????? ????? ??????.. ??????????? ??.15,938 ????? ??????????, 10,258.37 ????? ?????? ???????? ???????.. ?? ????????? ?????? ??????? ???????? ???? ??????????', '\n?? ?\u200c?? ????\u200c?????\u200c\n????? ??????? ???????????? ??????????????? ?????? ???? ??????????????????????? ??????? ??????? ?\u200c?????\u200c?? ?\u200c???\u200c?\u200c??????...!!\n?? ??? ????????? \\|/\n@TTDevasthanams\n@RojaSelvamaniRK\n @APTDC']"
309,06/11/2022,"84,211","30,906",,normal,+82°,Clear sky,"['\nCredits: \n@fukkard\n ', '\n???????? ??????? ????????? ?? ?? ??? ??????? ?? ?????: 5 ???? ????? ?? 10.3 ?? ????, 15 ???? ????? ??? ???????????? ?????? ??? ???', '\n?????\u200c?\u200c: ?\u200c???\u200c?? 8? ??????????? ??????? 11 ???? ???? ???????? ??? ??????? ???????.. ?????? ?\u200c??????? ?????.. ?????? 7? ???????? ????? ??????????...??????????? ??????? ?\u200c???\u200c?? 8? ???\u200c?\u200c???? ??\u200c?? 8.30 ????? ??????  ?????? 7.30 ???\u200c?\u200c ???? ????\u200c???? ??\u200c?? ???????-??????', '\n??????? ???????? ?? 10 ??? ?????, 15 ????? ????? ????  https://publictv.in/ttd-now-owns-10-tons-of-gold-worth-rs-15-thousand-crores/… ']"
310,07/11/2022,"74,094","21,475",,Tirupati Sri Govindarajaswamy Jyestabhishekam Ends,+82°,Clear sky,"['\nLord Venkateswara  ', '\n??????? ?????? ?????? ?????????? ?? 3 ????? ?????? ????? ??????? ?????? ????????????? ?????? ????????? ?????????? ????? ?????? ??????? \n@yvsubbareddymp\n  ????', '\n??????? ??????????? - ?????? ????? ??????? || ???? 7? ???? 5:50 Pm || On SVBCTTD']"
311,08/11/2022,"22,423"," 9,679
",,"Sravana Purnima, Sravanam, Rakhi, Sri Vikhanasa Jayanthi, Karvetinagaram Sri VGS Float Ends",+82°,Few clouds,"['\n??????: ????? ?????????? ????????????? 74,094 ???? ???????, ???????? ?????????? 21,475 ???? ???????.. ????? ????? ??.4.52 ??????']"
312,09/11/2022,"66,946","26,990",,Mahalayam Begins,+82°,Few clouds,['\n??????:???????? ???? 10 ?????? ??? ???? ?? ??.300? ???????? ?????? ????? ?????????? ?????? ?????????? ??????.. ???????? ???????? ?????????? ??????????? ?????? ?????????? ??????']
313,10/11/2022,"61,304","30,133",,normal,+82°,Heavy rain in places,[]
314,11/11/2022,"57,104","32,351",,normal,+73°,Heavy intensity rain,['\nNature with God ']
315,12/11/2022,"73,323","41,041",,Punarvasu,+75°,Drizzle,['\nWe are SO PROUD of our Varsity team and Coaches! You played every game with passion and class! Great season boys!  ']
316,13/11/2022,"81,130","29,464",,normal,+79°,Light rain,['\nSri Venkatesha Karavalambam\n\nCredits: \n@sreenu19\n @rays_of_tirupati ']
317,14/11/2022,"69,814","29,228",,"Punarvasu, Children?s Day",+81°,Moderate rain,"['\nDecember Quota Special Entry Darshan Tickets under Virtual Seva Category will be available for booking on 16th Nov @ 10 AM.\n\nFollow Us For More Updates @tirupatitirumalainfo\n ', '\n18th Time Tirumala Journey Complete ']"
318,15/11/2022,"71,461","26,631",,normal,+81°,Few clouds,"['\n??????: ???? ???? 10 ?????? ????????\u200c ?????? ???? ???????? ?????? ???????? ??????', '\n???????: ????? ?????????? ????????????? ??????? 69,814 ????... ???????? ?????????? 29,228 ???? ???????…????? ????? ??.4.17 ??????']"
319,16/11/2022,"74,412","27,626",,normal,+81°,Clear sky,"['\nThis is circulated widely as a promissory note of Lord Venkateswara given to Kubera, which is not correct. This is a sacred Pratista Beejakshari Yanthra, belongs to a temple  --J Vijayakumar Ex ']"
320,17/11/2022,"60,861","28,519",,normal,+81°,Few clouds,[]
321,18/11/2022,DEF,XYZ,ABC,normal,+79°,Broken clouds,['\n??????:????? 2? ????? ?????? ?????? ????????.. ????? 2 ????? 11? ???? ???? ????????? ?????? ????? ?????? ???????????? TTD']
322,19/11/2022,"79,471","36,594",,Tiruchanoor Sri PAT Laksha Kumkumarchana,+79°,Broken clouds,"['\nTiruchanur Padmavathi Ammavari Bramhotsavams Ankurarpana Today', '\nOm Namo Venkateshaya \n\nCredits: @avinash_mukkamala ', '\nLaksha kumkumarchana at Sri Padmavati Temple, Tiruchanur .', '\nKarthika Deepotsavam at tirupati TTD AD Building Ground yesterday.']"
323,20/11/2022,"80,294","31,554",,"Ekadasi, Tiruchanoor Sri PAT Brahmotsavam Begins",+75°,Broken clouds,"['\nDecoration at Tiruchanur Padmavathi Ammavari Bramhotsavams', '\nThat Level of Confidence Comes from Expertise on your Craft !!! \n\nCredits: @prashanth_panikela ']"
324,21/11/2022,"70,163","31,489",,"Tirupati Sri KT Sornavarabhishekam, Dhanvantari Jayanthi",+70°,Drizzle,"['\nHamsa Vahanam At Padmavathi Ammavari Bramhotsavams,  Tiruchanur', '\n???????? ?????? ???\u200c?????? ?????? ?????????? ?????? ?????? ???????.. ???????? ???? ? ?????? ??????????? ??????.. ? ????? ?????? ??????? ?????????? ???? ????? ???\u200c??????.. ?????? ????? ????? ???????? ??????????? ??????', '\nPeddha sesha vahanam at Padmavathi Ammavari Temple  Bramhotsavams ', '\n??????:12 ???????????????? ????????? ???????…?????? ???? ???????? ?????????????? 20 ???? ????. ????? ?????????? ????????????? 80,294 ???? ???????…???????? ?????????? 31,554 ???? ???????…????? ????? ??.4.48 ??????', '\n????? ?????? ???????? ?????? ???????? ????????.']"
325,22/11/2022,"69,587","28,645",,Masasivaratri,+73°,Heavy intensity rain,[]
326,23/11/2022,"74,354","23,931",,Amavasya,+75°,Moderate rain,[]
327,24/11/2022,"66,072","25,239",,Tiruchanoor Sri PAT Gaja Vahanam,+82°,Heavy rain in places,[]
328,25/11/2022,"60,157","31,445",,Tiruchanoor Sri PAT Garuda Seva,+81°,Broken clouds,[]
329,26/11/2022,"73,831","34,443",,normal,+82°,Light rain,[]
330,27/11/2022,DEF,XYZ,ABC,"Sukramoudyam Ends, Tiruchanoor Sri PAT Rathotsavam",+84°,Partly cloudy,"['\n???????? ???????????? ?????? ?????. 22 ???????????????? ???????? ???????. ???????? ???? ???????? ?????????????? 40 ???? ????. ????? ?????????? ????????????? 76,681 ???? ???????. ???????? ?????????? 40,109 ???? ???????. ????? ???????? ????? ????? ??.3.38 ??????.']"
331,28/11/2022,"67,468","36,082",,"Panchami Teertham, Tiruchanoor Sri PAT Brahmotsavam Ends",+84°,Clear sky,"['\nPanchami theertham at Padmavathi Ammavari Temple,  Tiruchanur', '\n????? ????????? ????????? ???????? ???????? ??????????????. ???? ???????? ???????? ????? ??????. ?????? ???????? ????? ?????????? ????? ?????? ????. ???? 11.40 ?????? ?????????? ??????????. ???????? ??????????????? ??????? ??????. ']"
332,29/11/2022,"69,211","26,764",,"Sravanam, Subrahmanya Sashti, Tiruchanoor Sri PAT Pushpayagam",+82°,Broken clouds,['\n??????: ???? ?????? ???? ????? ???????']
333,30/11/2022,"69,640","28,649",,normal,+81°,Few clouds,[]
334,01/12/2022,"65,568","25,144",,normal,+82°,Light intensity shower rain,"['\n????? ?????? ?????????? ????????.. ???????????? ??????? !\n\n??????? ??????? ?? ?????????? : ?????? ??????? ???? ???????????? ????', '\n????? ?????? ?????????? ????????.. ???????????? ???????\n\n??????? ??????? ?? ??????????\n\n- ?????? ??????? ???? ???????????? ????', '\n65 ???? ?????? ???? ???? ?????????? ?????? ????? ?????. ????????? ????????? ?????? ??????? ?????????. ?????? ????? ????? ?????????????? ????????? ???????. ', '\n?????? ???? ??????? ?????, ?????? ??????????? ?????????? ???? ??????????? ???? ???????? ?????? ????? ???? ??????????? ????????????. ? ??????????? ??????? ?????????????? ? ?????????????? ????? ????? ?????? ????????????. ', '\n???? ????????? ?????? ?????\n\n???????? 23? ????????.. 6 ??????? ??????\n\n?????????, ???????????, ??? ????????? ?????????? ??????????? ???????\n\n ???? ????? ??????? ??????? ??????????? ?????? ??????? ???????????? ????']"
335,02/12/2022,"64,586","27,501",,Bhishma Ekadasi,+84°,Partly cloudy,[]
336,03/12/2022,"63,931","34,813",,normal,+84°,Partly cloudy,[]
337,04/12/2022,"80,001","32,967",,"Ekadasi, Tirupati Sri KRT Pattabhishekam",+82°,Broken clouds,"['', '\n?????? ?????? ?????... ?????? ????? ??????? ?????? ????? ?????? ???????....\n\n4500????????? ????? ????... 530????? ????? ???? ????? ??????? ???????? ?????.... ???? ?????.....\n6\n10\nBhanuprakash Reddy\n@BPRBJP\n·', '\n??????? ???? \n\n2,500 ???? ????? 900 ????? ???????? ????? ???? ???????? ???????? ?????? ??????? ?????? ???? ???? ???? ??? ????????? ?????? ???? ?????? ?????? ????????? ????? ???????..??? ?????????? ?????? ????????? ?????? ???????????.\n\n ', '\nMost precious seconds  ', '\n???????? ??????? ?????? ????? \n\n????? ???????????? ????????????? 69,931 ???????\n\n???????????? ???????? ?????????? 34,813 ???????\n\n????? ????? ????? ?3.48Cr\n \n?????????????? 10???????? ?????? ?? ???????? ???????\n\n???????? ?????????????? 24???? ????']"
338,05/12/2022,"66,020","29,195",,"Ekadasi, Tirumala Sri TT Padmavathi Srinivasulu Parinayam Ends",+82°,Few clouds,"['\nWe went crazy in the Wild Card....\n@ixknowrxb\n \n@nfranklin9804\n \n@Marqueztho\n \n@Harrison5993\n \n@Umyp3\n \n@MrNoDots\n \n@xSamGoated14\n \nAll Qualified for the MCS Wild Card event!', '\nWork Is In Progress \n\nKarnataka Pravaasi Soudha- a restroom for Karnataka devotees in Tirupati is in under construction ', '\n???????? ???????????? ?????? ?????\n\n????? ???????????? ????????????? 80,001 ???????\n\n???????????? ???????? ?????????? 32,967 ???????\n\n????? ????? ????? ?4.07Cr\n \n?????????????? 14???????? ?????? ?? ???????? ???????\n\n???????? ?????????????? 24???? ????', '\n??????: 14 ???????????????? ????????? ???????, ?????? ???? ???????? ?????????????? 24 ???? ????, ????? ?????????? ????????????? 80,001 ???? ???????, ???????? ?????????? 32,967 ???? ???????, ????? ????? ??.4.07 ??????']"
